post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,Cluster
"""25-ата поправка е нулев риск за мен"". в сряда се очавква да се проведе гласуването в долната камара на конгреса, в която демократическата партия има мнозинство. след това обвинението отива в сената.",13-01-21 10:54,245,12,43,svobodnaev,0,сената.,True,32,5.25,0,"['``', '25-ата', 'поправка', 'е', 'нулев', 'риск', 'за', 'мен', ""''"", '.', 'в', 'сряда', 'се', 'очавква', 'да', 'се', 'проведе', 'гласуването', 'в', 'долната', 'камара', 'на', 'конгреса', ',', 'в', 'която', 'демократическата', 'партия', 'има', 'мнозинство', '.', 'след', 'това', 'обвинението', 'отива', 'в', 'сената', '.']","['', '25ата', 'поправка', 'е', 'нулев', 'риск', 'за', 'мен', '', 'в', 'сряда', 'се', 'очавква', 'да', 'се', 'проведе', 'гласуването', 'в', 'долната', 'камара', 'на', 'конгреса', 'в', 'която', 'демократическата', 'партия', 'има', 'мнозинство', 'след', 'това', 'обвинението', 'отива', 'в', 'сената']",15,7,0,1
"доналд тръмп е изолиран от социалните мрежи. за едни това е ни повече, ни по-малко от цензура. за други е закономерно, защото предпазва от разпалване на насилие. nikolay lavchiev разказва.",13-01-21 9:41,80,8,101,svobodnaev,0,разказва.,True,30,5.3,0,"['доналд', 'тръмп', 'е', 'изолиран', 'от', 'социалните', 'мрежи', '.', 'за', 'едни', 'това', 'е', 'ни', 'повече', ',', 'ни', 'по-малко', 'от', 'цензура', '.', 'за', 'други', 'е', 'закономерно', ',', 'защото', 'предпазва', 'от', 'разпалване', 'на', 'насилие', '.', 'nikolay', 'lavchiev', 'разказва', '.']","['доналд', 'тръмп', 'е', 'изолиран', 'от', 'социалните', 'мрежи', 'за', 'едни', 'това', 'е', 'ни', 'повече', 'ни', 'помалко', 'от', 'цензура', 'за', 'други', 'е', 'закономерно', 'защото', 'предпазва', 'от', 'разпалване', 'на', 'насилие', 'nikolay', 'lavchiev', 'разказва']",15,7,0,1
според властите в русия навални е нарушил условията на своя стара условна присъда и при това положение тя следва да прерасне в ефективна.,12/1/2021 18:27,93,11,20,svobodnaev,0,ефективна.,True,23,5.0,0,"['според', 'властите', 'в', 'русия', 'навални', 'е', 'нарушил', 'условията', 'на', 'своя', 'стара', 'условна', 'присъда', 'и', 'при', 'това', 'положение', 'тя', 'следва', 'да', 'прерасне', 'в', 'ефективна', '.']","['според', 'властите', 'в', 'русия', 'навални', 'е', 'нарушил', 'условията', 'на', 'своя', 'стара', 'условна', 'присъда', 'и', 'при', 'това', 'положение', 'тя', 'следва', 'да', 'прерасне', 'в', 'ефективна']",10,1,0,1
"сред първите 50 по активност евродепутати има един представител на българия – радан кънев от „демократична българия“/енп, който е поставен на 16-о място.",12/1/2021 17:11,107,0,14,svobodnaev,0,място.,True,23,5.695652174,0,"['сред', 'първите', '50', 'по', 'активност', 'евродепутати', 'има', 'един', 'представител', 'на', 'българия', '–', 'радан', 'кънев', 'от', '„', 'демократична', 'българия', '“', '/енп', ',', 'който', 'е', 'поставен', 'на', '16-о', 'място', '.']","['сред', 'първите', '50', 'по', 'активност', 'евродепутати', 'има', 'един', 'представител', 'на', 'българия', '', 'радан', 'кънев', 'от', '', 'демократична', 'българия', '', 'енп', 'който', 'е', 'поставен', 'на', '16о', 'място']",9,3,0,1
"свлачища затрупаха 11 души в смолян, а продължаващите валежи усложняват обстановката в града и областта.",12/1/2021 14:47,136,56,42,svobodnaev,0,областта.,True,15,6.0,0,"['свлачища', 'затрупаха', '11', 'души', 'в', 'смолян', ',', 'а', 'продължаващите', 'валежи', 'усложняват', 'обстановката', 'в', 'града', 'и', 'областта', '.']","['свлачища', 'затрупаха', '11', 'души', 'в', 'смолян', 'а', 'продължаващите', 'валежи', 'усложняват', 'обстановката', 'в', 'града', 'и', 'областта']",4,2,0,1
"противоепидемичните мерки остават до 31 януари. учениците от 5 до 12 клас и студентите ще се обучават присъствено, но само в някои практически занимания, за които ще бъде изготвен списък.",12/1/2021 14:07,87,12,38,svobodnaev,0,списък.,True,30,5.266666667,0,"['противоепидемичните', 'мерки', 'остават', 'до', '31', 'януари', '.', 'учениците', 'от', '5', 'до', '12', 'клас', 'и', 'студентите', 'ще', 'се', 'обучават', 'присъствено', ',', 'но', 'само', 'в', 'някои', 'практически', 'занимания', ',', 'за', 'които', 'ще', 'бъде', 'изготвен', 'списък', '.']","['противоепидемичните', 'мерки', 'остават', 'до', '31', 'януари', 'учениците', 'от', '5', 'до', '12', 'клас', 'и', 'студентите', 'ще', 'се', 'обучават', 'присъствено', 'но', 'само', 'в', 'някои', 'практически', 'занимания', 'за', 'които', 'ще', 'бъде', 'изготвен', 'списък']",14,4,0,1
"прогнозата на сзо е, че постигането на стаден имунитет няма да се случи дори при ускоряване на процеса на ваксиниране в отделните държави.",12/1/2021 12:39,91,13,93,svobodnaev,0,държави.,True,23,5.043478261,0,"['прогнозата', 'на', 'сзо', 'е', ',', 'че', 'постигането', 'на', 'стаден', 'имунитет', 'няма', 'да', 'се', 'случи', 'дори', 'при', 'ускоряване', 'на', 'процеса', 'на', 'ваксиниране', 'в', 'отделните', 'държави', '.']","['прогнозата', 'на', 'сзо', 'е', 'че', 'постигането', 'на', 'стаден', 'имунитет', 'няма', 'да', 'се', 'случи', 'дори', 'при', 'ускоряване', 'на', 'процеса', 'на', 'ваксиниране', 'в', 'отделните', 'държави']",12,2,0,1
"редица институции в сащ като самия конгрес, полицията, фбр, прокуратурата и други започнаха разследвания на събитията от 6 януари. част от тях вече доведоха до резултат, а това беше определено едва като началото. какви са дотук последствията от размириците и какво още предстои?",12/1/2021 11:22,108,7,26,svobodnaev,0,предстои?,True,43,5.488372093,0,"['редица', 'институции', 'в', 'сащ', 'като', 'самия', 'конгрес', ',', 'полицията', ',', 'фбр', ',', 'прокуратурата', 'и', 'други', 'започнаха', 'разследвания', 'на', 'събитията', 'от', '6', 'януари', '.', 'част', 'от', 'тях', 'вече', 'доведоха', 'до', 'резултат', ',', 'а', 'това', 'беше', 'определено', 'едва', 'като', 'началото', '.', 'какви', 'са', 'дотук', 'последствията', 'от', 'размириците', 'и', 'какво', 'още', 'предстои', '?']","['редица', 'институции', 'в', 'сащ', 'като', 'самия', 'конгрес', 'полицията', 'фбр', 'прокуратурата', 'и', 'други', 'започнаха', 'разследвания', 'на', 'събитията', 'от', '6', 'януари', 'част', 'от', 'тях', 'вече', 'доведоха', 'до', 'резултат', 'а', 'това', 'беше', 'определено', 'едва', 'като', 'началото', 'какви', 'са', 'дотук', 'последствията', 'от', 'размириците', 'и', 'какво', 'още', 'предстои']",20,7,0,1
"настоящият президент на сащ доналд тръмп в ню йорк на 11 януари 1994 г.

снимка: ap",11/1/2021 22:31,261,0,50,svobodnaev,0,ap,True,16,4.1875,0,"['настоящият', 'президент', 'на', 'сащ', 'доналд', 'тръмп', 'в', 'ню', 'йорк', 'на', '11', 'януари', '1994', 'г.', 'снимка', ':', 'ap']","['настоящият', 'президент', 'на', 'сащ', 'доналд', 'тръмп', 'в', 'ню', 'йорк', 'на', '11', 'януари', '1994', 'г', 'снимка', 'ap']",4,2,0,1
"в изявление, направено преди началото на разговорите с лидерите на армения и азербайджан, путин каза, че тримата ще обсъдят действията на руските миротворци, разрешаването на въпроси от хуманитарен характер и защитата на паметници на културата.",11/1/2021 17:10,187,4,22,svobodnaev,0,културата.,True,35,6.0,0,"['в', 'изявление', ',', 'направено', 'преди', 'началото', 'на', 'разговорите', 'с', 'лидерите', 'на', 'армения', 'и', 'азербайджан', ',', 'путин', 'каза', ',', 'че', 'тримата', 'ще', 'обсъдят', 'действията', 'на', 'руските', 'миротворци', ',', 'разрешаването', 'на', 'въпроси', 'от', 'хуманитарен', 'характер', 'и', 'защитата', 'на', 'паметници', 'на', 'културата', '.']","['в', 'изявление', 'направено', 'преди', 'началото', 'на', 'разговорите', 'с', 'лидерите', 'на', 'армения', 'и', 'азербайджан', 'путин', 'каза', 'че', 'тримата', 'ще', 'обсъдят', 'действията', 'на', 'руските', 'миротворци', 'разрешаването', 'на', 'въпроси', 'от', 'хуманитарен', 'характер', 'и', 'защитата', 'на', 'паметници', 'на', 'културата']",15,5,0,1
"амазон наложиха на парлър да спре работата си, като свалиха социалната мрежа от облачните и хостинг услугите си. в рамките на 24 часа епъл и гугъл премахнаха апликацията ѝ от виртуалните си магазини.",11/1/2021 15:16,210,91,117,svobodnaev,0,магазини.,True,33,5.060606061,0,"['амазон', 'наложиха', 'на', 'парлър', 'да', 'спре', 'работата', 'си', ',', 'като', 'свалиха', 'социалната', 'мрежа', 'от', 'облачните', 'и', 'хостинг', 'услугите', 'си', '.', 'в', 'рамките', 'на', '24', 'часа', 'епъл', 'и', 'гугъл', 'премахнаха', 'апликацията', 'ѝ', 'от', 'виртуалните', 'си', 'магазини', '.']","['амазон', 'наложиха', 'на', 'парлър', 'да', 'спре', 'работата', 'си', 'като', 'свалиха', 'социалната', 'мрежа', 'от', 'облачните', 'и', 'хостинг', 'услугите', 'си', 'в', 'рамките', 'на', '24', 'часа', 'епъл', 'и', 'гугъл', 'премахнаха', 'апликацията', 'ѝ', 'от', 'виртуалните', 'си', 'магазини']",13,3,0,1
по време на пандемията много хора са далеч от близките си. през пролетта йоана георгиева търси начин да направи изолацията по-интересна и създава фейсбук групата “представяме си интернет през 1453”. всичко в нея е посветено на средновековието.,11/1/2021 11:32,144,0,5,svobodnaev,0,средновековието.,True,37,5.594594595,0,"['по', 'време', 'на', 'пандемията', 'много', 'хора', 'са', 'далеч', 'от', 'близките', 'си', '.', 'през', 'пролетта', 'йоана', 'георгиева', 'търси', 'начин', 'да', 'направи', 'изолацията', 'по-интересна', 'и', 'създава', 'фейсбук', 'групата', '“', 'представяме', 'си', 'интернет', 'през', '1453', '”', '.', 'всичко', 'в', 'нея', 'е', 'посветено', 'на', 'средновековието', '.']","['по', 'време', 'на', 'пандемията', 'много', 'хора', 'са', 'далеч', 'от', 'близките', 'си', 'през', 'пролетта', 'йоана', 'георгиева', 'търси', 'начин', 'да', 'направи', 'изолацията', 'поинтересна', 'и', 'създава', 'фейсбук', 'групата', '', 'представяме', 'си', 'интернет', 'през', '1453', '', 'всичко', 'в', 'нея', 'е', 'посветено', 'на', 'средновековието']",18,4,0,1
"индия, втората по население страна в света, ще започне масово ваксиниране срещу covid-19 след седмица.",10/1/2021 12:41,96,13,14,svobodnaev,0,седмица.,True,15,5.866666667,0,"['индия', ',', 'втората', 'по', 'население', 'страна', 'в', 'света', ',', 'ще', 'започне', 'масово', 'ваксиниране', 'срещу', 'covid-19', 'след', 'седмица', '.']","['индия', 'втората', 'по', 'население', 'страна', 'в', 'света', 'ще', 'започне', 'масово', 'ваксиниране', 'срещу', 'covid19', 'след', 'седмица']",5,4,0,1
"преди година британският принц хари и съпругата му меган маркъл обявиха, че се оттеглят от задълженията си в кралското семейство. припомняме ви как се стигна до това решение.",9/1/2021 21:09,164,12,51,svobodnaev,0,решение.,True,28,5.25,0,"['преди', 'година', 'британският', 'принц', 'хари', 'и', 'съпругата', 'му', 'меган', 'маркъл', 'обявиха', ',', 'че', 'се', 'оттеглят', 'от', 'задълженията', 'си', 'в', 'кралското', 'семейство', '.', 'припомняме', 'ви', 'как', 'се', 'стигна', 'до', 'това', 'решение', '.']","['преди', 'година', 'британският', 'принц', 'хари', 'и', 'съпругата', 'му', 'меган', 'маркъл', 'обявиха', 'че', 'се', 'оттеглят', 'от', 'задълженията', 'си', 'в', 'кралското', 'семейство', 'припомняме', 'ви', 'как', 'се', 'стигна', 'до', 'това', 'решение']",14,3,0,1
бивши президенти на радио свободна европа / радио свобода се обърнаха с открито писмо към джо байдън. те го призовават да действа бързо.,9/1/2021 18:10,102,5,12,svobodnaev,1,бързо.,True,23,4.956521739,0,"['бивши', 'президенти', 'на', 'радио', 'свободна', 'европа', '/', 'радио', 'свобода', 'се', 'обърнаха', 'с', 'открито', 'писмо', 'към', 'джо', 'байдън', '.', 'те', 'го', 'призовават', 'да', 'действа', 'бързо', '.']","['бивши', 'президенти', 'на', 'радио', 'свободна', 'европа', '', 'радио', 'свобода', 'се', 'обърнаха', 'с', 'открито', 'писмо', 'към', 'джо', 'байдън', 'те', 'го', 'призовават', 'да', 'действа', 'бързо']",7,2,0,1
"херо мустафа публикува свое изявление за събитията на 6 януари в сащ. мустафа изразява увереност, че „съединените щати ще излязат по-силни и по-мъдри след този тест за нашата демокрация“",8/1/2021 19:09,166,7,118,svobodnaev,0,демокрация“,True,29,5.448275862,0,"['херо', 'мустафа', 'публикува', 'свое', 'изявление', 'за', 'събитията', 'на', '6', 'януари', 'в', 'сащ', '.', 'мустафа', 'изразява', 'увереност', ',', 'че', '„', 'съединените', 'щати', 'ще', 'излязат', 'по-силни', 'и', 'по-мъдри', 'след', 'този', 'тест', 'за', 'нашата', 'демокрация', '“']","['херо', 'мустафа', 'публикува', 'свое', 'изявление', 'за', 'събитията', 'на', '6', 'януари', 'в', 'сащ', 'мустафа', 'изразява', 'увереност', 'че', '', 'съединените', 'щати', 'ще', 'излязат', 'посилни', 'и', 'помъдри', 'след', 'този', 'тест', 'за', 'нашата', 'демокрация', '']",9,4,0,1
"проектите за разширение на метрото в софия приличат много на вагоните в най-натоварения час: вътре винаги има място за още един. така месеци след като беше пуснат за движение ""последния"" засега лъч на подземната железница, дружеството ""метрополитен"" изглежда ще получи нова финансова инжекция - този път от 530 млн. лв.",13-01-21 16:33,191,18,19,capital.bg,0,лв.,True,50,5.4,0,"['проектите', 'за', 'разширение', 'на', 'метрото', 'в', 'софия', 'приличат', 'много', 'на', 'вагоните', 'в', 'най-натоварения', 'час', ':', 'вътре', 'винаги', 'има', 'място', 'за', 'още', 'един', '.', 'така', 'месеци', 'след', 'като', 'беше', 'пуснат', 'за', 'движение', '``', 'последния', ""''"", 'засега', 'лъч', 'на', 'подземната', 'железница', ',', 'дружеството', '``', 'метрополитен', ""''"", 'изглежда', 'ще', 'получи', 'нова', 'финансова', 'инжекция', '-', 'този', 'път', 'от', '530', 'млн', '.', 'лв', '.']","['проектите', 'за', 'разширение', 'на', 'метрото', 'в', 'софия', 'приличат', 'много', 'на', 'вагоните', 'в', 'найнатоварения', 'час', 'вътре', 'винаги', 'има', 'място', 'за', 'още', 'един', 'така', 'месеци', 'след', 'като', 'беше', 'пуснат', 'за', 'движение', '', 'последния', '', 'засега', 'лъч', 'на', 'подземната', 'железница', 'дружеството', '', 'метрополитен', '', 'изглежда', 'ще', 'получи', 'нова', 'финансова', 'инжекция', 'този', 'път', 'от', '530', 'млн', 'лв']",22,11,0,1
"изграждането на малки покривни соларни панели с мощност до 10.8 квт ще става по нова, облекчена процедура. това обаче няма да е продиктувано от правителствената политика, а ще бъде резултат от поредното хармонизиране на българското законодателството с европейското, при което изисквания за присъединяването на малки инсталации за производство на ток за собствено ползване може да бъдат смекчени",13-01-21 14:30,167,67,3,capital.bg,0,смекчени,True,57,5.929824561,0,"['изграждането', 'на', 'малки', 'покривни', 'соларни', 'панели', 'с', 'мощност', 'до', '10.8', 'квт', 'ще', 'става', 'по', 'нова', ',', 'облекчена', 'процедура', '.', 'това', 'обаче', 'няма', 'да', 'е', 'продиктувано', 'от', 'правителствената', 'политика', ',', 'а', 'ще', 'бъде', 'резултат', 'от', 'поредното', 'хармонизиране', 'на', 'българското', 'законодателството', 'с', 'европейското', ',', 'при', 'което', 'изисквания', 'за', 'присъединяването', 'на', 'малки', 'инсталации', 'за', 'производство', 'на', 'ток', 'за', 'собствено', 'ползване', 'може', 'да', 'бъдат', 'смекчени']","['изграждането', 'на', 'малки', 'покривни', 'соларни', 'панели', 'с', 'мощност', 'до', '108', 'квт', 'ще', 'става', 'по', 'нова', 'облекчена', 'процедура', 'това', 'обаче', 'няма', 'да', 'е', 'продиктувано', 'от', 'правителствената', 'политика', 'а', 'ще', 'бъде', 'резултат', 'от', 'поредното', 'хармонизиране', 'на', 'българското', 'законодателството', 'с', 'европейското', 'при', 'което', 'изисквания', 'за', 'присъединяването', 'на', 'малки', 'инсталации', 'за', 'производство', 'на', 'ток', 'за', 'собствено', 'ползване', 'може', 'да', 'бъдат', 'смекчени']",28,5,0,1
"противници на идеята коментират, че тя ще подкопае основни права на европейците, като раздели хората на категории въз основа на здравния им статут и като забрани достъп до обществени услуги за неваксинираните.

доклад от миналата година на изследващата изкуствения интелект група ada lovelace institute посочва, че имунните паспорти, включително ваксинационните, ще представляват ""изключително висок риск по отношение на социалната дискриминация, изключване и уязвимост"".",13-01-21 13:45,119,19,21,capital.bg,0,"уязвимост"".",True,63,6.476190476,0,"['противници', 'на', 'идеята', 'коментират', ',', 'че', 'тя', 'ще', 'подкопае', 'основни', 'права', 'на', 'европейците', ',', 'като', 'раздели', 'хората', 'на', 'категории', 'въз', 'основа', 'на', 'здравния', 'им', 'статут', 'и', 'като', 'забрани', 'достъп', 'до', 'обществени', 'услуги', 'за', 'неваксинираните', '.', 'доклад', 'от', 'миналата', 'година', 'на', 'изследващата', 'изкуствения', 'интелект', 'група', 'ada', 'lovelace', 'institute', 'посочва', ',', 'че', 'имунните', 'паспорти', ',', 'включително', 'ваксинационните', ',', 'ще', 'представляват', '``', 'изключително', 'висок', 'риск', 'по', 'отношение', 'на', 'социалната', 'дискриминация', ',', 'изключване', 'и', 'уязвимост', ""''"", '.']","['противници', 'на', 'идеята', 'коментират', 'че', 'тя', 'ще', 'подкопае', 'основни', 'права', 'на', 'европейците', 'като', 'раздели', 'хората', 'на', 'категории', 'въз', 'основа', 'на', 'здравния', 'им', 'статут', 'и', 'като', 'забрани', 'достъп', 'до', 'обществени', 'услуги', 'за', 'неваксинираните', 'доклад', 'от', 'миналата', 'година', 'на', 'изследващата', 'изкуствения', 'интелект', 'група', 'ada', 'lovelace', 'institute', 'посочва', 'че', 'имунните', 'паспорти', 'включително', 'ваксинационните', 'ще', 'представляват', '', 'изключително', 'висок', 'риск', 'по', 'отношение', 'на', 'социалната', 'дискриминация', 'изключване', 'и', 'уязвимост', '']",21,10,0,1
"през 2020 г. бяха обявени под 430 млн. лв. инвестиции в производство, което е едва една трета от тези през 2019 г. преобладаващата част са проекти на български компании, а близо половината са в северна българия. вижте кои са те:",12/1/2021 19:15,133,23,13,capital.bg,0,те:,True,40,4.725,1,"['през', '2020', 'г.', 'бяха', 'обявени', 'под', '430', 'млн', '.', 'лв', '.', 'инвестиции', 'в', 'производство', ',', 'което', 'е', 'едва', 'една', 'трета', 'от', 'тези', 'през', '2019', 'г.', 'преобладаващата', 'част', 'са', 'проекти', 'на', 'български', 'компании', ',', 'а', 'близо', 'половината', 'са', 'в', 'северна', 'българия', '.', 'вижте', 'кои', 'са', 'те', ':']","['през', '2020', 'г', 'бяха', 'обявени', 'под', '430', 'млн', 'лв', 'инвестиции', 'в', 'производство', 'което', 'е', 'едва', 'една', 'трета', 'от', 'тези', 'през', '2019', 'г', 'преобладаващата', 'част', 'са', 'проекти', 'на', 'български', 'компании', 'а', 'близо', 'половината', 'са', 'в', 'северна', 'българия', 'вижте', 'кои', 'са', 'те']",21,8,0,1
"гърция предлага ес да въведе ваксинационен сертификат, за да се ""улесни свободата на придвижване на ваксинираните срещу covid-19"". това е написал в писмо до председателя на европейската комисия урсула фон дер лайен премиерът кириакос мицотакис.

преди два дни дания заяви, че разработва дигитален ""ваксинационен паспорт"" за хора, които са се имунизирали срещу коронавируса. според датското здравно министерство това ще позволи пътуването до държави, в които подобна документация ще се изисква...",12/1/2021 16:00,212,32,63,capital.bg,0,изисква...,True,70,6.071428571,0,"['гърция', 'предлага', 'ес', 'да', 'въведе', 'ваксинационен', 'сертификат', ',', 'за', 'да', 'се', '``', 'улесни', 'свободата', 'на', 'придвижване', 'на', 'ваксинираните', 'срещу', 'covid-19', ""''"", '.', 'това', 'е', 'написал', 'в', 'писмо', 'до', 'председателя', 'на', 'европейската', 'комисия', 'урсула', 'фон', 'дер', 'лайен', 'премиерът', 'кириакос', 'мицотакис', '.', 'преди', 'два', 'дни', 'дания', 'заяви', ',', 'че', 'разработва', 'дигитален', '``', 'ваксинационен', 'паспорт', ""''"", 'за', 'хора', ',', 'които', 'са', 'се', 'имунизирали', 'срещу', 'коронавируса', '.', 'според', 'датското', 'здравно', 'министерство', 'това', 'ще', 'позволи', 'пътуването', 'до', 'държави', ',', 'в', 'които', 'подобна', 'документация', 'ще', 'се', 'изисква', '...']","['гърция', 'предлага', 'ес', 'да', 'въведе', 'ваксинационен', 'сертификат', 'за', 'да', 'се', '', 'улесни', 'свободата', 'на', 'придвижване', 'на', 'ваксинираните', 'срещу', 'covid19', '', 'това', 'е', 'написал', 'в', 'писмо', 'до', 'председателя', 'на', 'европейската', 'комисия', 'урсула', 'фон', 'дер', 'лайен', 'премиерът', 'кириакос', 'мицотакис', 'преди', 'два', 'дни', 'дания', 'заяви', 'че', 'разработва', 'дигитален', '', 'ваксинационен', 'паспорт', '', 'за', 'хора', 'които', 'са', 'се', 'имунизирали', 'срещу', 'коронавируса', 'според', 'датското', 'здравно', 'министерство', 'това', 'ще', 'позволи', 'пътуването', 'до', 'държави', 'в', 'които', 'подобна', 'документация', 'ще', 'се', 'изисква', '']",29,16,0,1
"""поддръжниците на тръмп, които нахлуха в конгреса на сащ, не бяха единствените метежници в сградата на капитолия - значителен брой вече бяха събрани в двете законодателни камери много преди да бъдат отнесени каквито и да било бариери. за разлика от агитките с техните maga качулки и вехти военни униформи тези метежници седяха вътре с лъскавите си костюми, когато нанси пелоси даде началото на съвместната сесия. те са продукти на нашите елитни училища по право: в ""станфорд"", ""йейл"", ""принстън"" и ""х",11/1/2021 19:45,107,5,28,capital.bg,0,"""х",True,80,5.2625,0,"['``', 'поддръжниците', 'на', 'тръмп', ',', 'които', 'нахлуха', 'в', 'конгреса', 'на', 'сащ', ',', 'не', 'бяха', 'единствените', 'метежници', 'в', 'сградата', 'на', 'капитолия', '-', 'значителен', 'брой', 'вече', 'бяха', 'събрани', 'в', 'двете', 'законодателни', 'камери', 'много', 'преди', 'да', 'бъдат', 'отнесени', 'каквито', 'и', 'да', 'било', 'бариери', '.', 'за', 'разлика', 'от', 'агитките', 'с', 'техните', 'maga', 'качулки', 'и', 'вехти', 'военни', 'униформи', 'тези', 'метежници', 'седяха', 'вътре', 'с', 'лъскавите', 'си', 'костюми', ',', 'когато', 'нанси', 'пелоси', 'даде', 'началото', 'на', 'съвместната', 'сесия', '.', 'те', 'са', 'продукти', 'на', 'нашите', 'елитни', 'училища', 'по', 'право', ':', 'в', '``', 'станфорд', ""''"", ',', '``', 'йейл', ""''"", ',', '``', 'принстън', ""''"", 'и', '``', 'х']","['', 'поддръжниците', 'на', 'тръмп', 'които', 'нахлуха', 'в', 'конгреса', 'на', 'сащ', 'не', 'бяха', 'единствените', 'метежници', 'в', 'сградата', 'на', 'капитолия', 'значителен', 'брой', 'вече', 'бяха', 'събрани', 'в', 'двете', 'законодателни', 'камери', 'много', 'преди', 'да', 'бъдат', 'отнесени', 'каквито', 'и', 'да', 'било', 'бариери', 'за', 'разлика', 'от', 'агитките', 'с', 'техните', 'maga', 'качулки', 'и', 'вехти', 'военни', 'униформи', 'тези', 'метежници', 'седяха', 'вътре', 'с', 'лъскавите', 'си', 'костюми', 'когато', 'нанси', 'пелоси', 'даде', 'началото', 'на', 'съвместната', 'сесия', 'те', 'са', 'продукти', 'на', 'нашите', 'елитни', 'училища', 'по', 'право', 'в', '', 'станфорд', '', '', 'йейл', '', '', 'принстън', '', 'и', '', 'х']",34,17,0,1
"тази година вероятно българия няма да успее да ваксинира и половината от хората в страната, стана ясно от разпространените данни за поръчаните ваксини на pfizer/biontech, moderna и astrazeneca/oxford. договорените дотук дози от тези три компании ще стигнат само за 40% от населението на българия.

за сравнение дания днес обяви, че ще приключи с имунизирането на всички до 27 юни, а израел - до средата на март. причините българия да изостава толкова са две:",11/1/2021 17:40,175,95,127,capital.bg,0,две:,True,73,5.273972603,0,"['тази', 'година', 'вероятно', 'българия', 'няма', 'да', 'успее', 'да', 'ваксинира', 'и', 'половината', 'от', 'хората', 'в', 'страната', ',', 'стана', 'ясно', 'от', 'разпространените', 'данни', 'за', 'поръчаните', 'ваксини', 'на', 'pfizer/biontech', ',', 'moderna', 'и', 'astrazeneca/oxford', '.', 'договорените', 'дотук', 'дози', 'от', 'тези', 'три', 'компании', 'ще', 'стигнат', 'само', 'за', '40', '%', 'от', 'населението', 'на', 'българия', '.', 'за', 'сравнение', 'дания', 'днес', 'обяви', ',', 'че', 'ще', 'приключи', 'с', 'имунизирането', 'на', 'всички', 'до', '27', 'юни', ',', 'а', 'израел', '-', 'до', 'средата', 'на', 'март', '.', 'причините', 'българия', 'да', 'изостава', 'толкова', 'са', 'две', ':']","['тази', 'година', 'вероятно', 'българия', 'няма', 'да', 'успее', 'да', 'ваксинира', 'и', 'половината', 'от', 'хората', 'в', 'страната', 'стана', 'ясно', 'от', 'разпространените', 'данни', 'за', 'поръчаните', 'ваксини', 'на', 'pfizerbiontech', 'moderna', 'и', 'astrazenecaoxford', 'договорените', 'дотук', 'дози', 'от', 'тези', 'три', 'компании', 'ще', 'стигнат', 'само', 'за', '40', '', 'от', 'населението', 'на', 'българия', 'за', 'сравнение', 'дания', 'днес', 'обяви', 'че', 'ще', 'приключи', 'с', 'имунизирането', 'на', 'всички', 'до', '27', 'юни', 'а', 'израел', 'до', 'средата', 'на', 'март', 'причините', 'българия', 'да', 'изостава', 'толкова', 'са', 'две']",36,9,0,1
"президентът на сащ доналд тръмп върви към втори процес по импийчмънт, воден от демократическата партия. най-високопоставеният демократ в камарата на представителите нанси пелоси вече потвърди, че в понеделник ще започнат процедури, като освен това се обърна и към американските генерали да отнемат достъпа на тръмп до кодовете за ядрени оръжия.

в четвъртък тръмп потвърди, че ще предаде мирно властта на наследника си джо байдън, след като в сряда негови поддръжници нахлуха в сградата на конгреса в",10/1/2021 15:26,111,6,31,capital.bg,0,в,False,76,5.578947368,0,"['президентът', 'на', 'сащ', 'доналд', 'тръмп', 'върви', 'към', 'втори', 'процес', 'по', 'импийчмънт', ',', 'воден', 'от', 'демократическата', 'партия', '.', 'най-високопоставеният', 'демократ', 'в', 'камарата', 'на', 'представителите', 'нанси', 'пелоси', 'вече', 'потвърди', ',', 'че', 'в', 'понеделник', 'ще', 'започнат', 'процедури', ',', 'като', 'освен', 'това', 'се', 'обърна', 'и', 'към', 'американските', 'генерали', 'да', 'отнемат', 'достъпа', 'на', 'тръмп', 'до', 'кодовете', 'за', 'ядрени', 'оръжия', '.', 'в', 'четвъртък', 'тръмп', 'потвърди', ',', 'че', 'ще', 'предаде', 'мирно', 'властта', 'на', 'наследника', 'си', 'джо', 'байдън', ',', 'след', 'като', 'в', 'сряда', 'негови', 'поддръжници', 'нахлуха', 'в', 'сградата', 'на', 'конгреса', 'в']","['президентът', 'на', 'сащ', 'доналд', 'тръмп', 'върви', 'към', 'втори', 'процес', 'по', 'импийчмънт', 'воден', 'от', 'демократическата', 'партия', 'найвисокопоставеният', 'демократ', 'в', 'камарата', 'на', 'представителите', 'нанси', 'пелоси', 'вече', 'потвърди', 'че', 'в', 'понеделник', 'ще', 'започнат', 'процедури', 'като', 'освен', 'това', 'се', 'обърна', 'и', 'към', 'американските', 'генерали', 'да', 'отнемат', 'достъпа', 'на', 'тръмп', 'до', 'кодовете', 'за', 'ядрени', 'оръжия', 'в', 'четвъртък', 'тръмп', 'потвърди', 'че', 'ще', 'предаде', 'мирно', 'властта', 'на', 'наследника', 'си', 'джо', 'байдън', 'след', 'като', 'в', 'сряда', 'негови', 'поддръжници', 'нахлуха', 'в', 'сградата', 'на', 'конгреса', 'в']",31,8,0,1
